stateid,ccode,country,electionid,year,mmdd,types,notes,nelda1,nelda1notes,nelda2,nelda2notes,nelda3,nelda3notes,nelda4,nelda4notes,nelda5,nelda5notes,nelda6,nelda6notes,nelda7,nelda7notes,nelda8,nelda8notes,nelda9,nelda9notes,nelda10,nelda10notes,nelda11,nelda11notes,nelda12,nelda12notes,nelda13,nelda13notes,nelda14,nelda14notes,nelda15,nelda15notes,nelda16,nelda16notes,nelda17,nelda17notes,nelda18,nelda18notes,nelda19,nelda19notes,nelda20,nelda20notes,nelda21,nelda21notes,nelda22,nelda22notes,nelda23,nelda23notes,nelda24,nelda24notes,nelda25,nelda25notes,nelda26,nelda26notes,nelda27,nelda27notes,nelda28,nelda28notes,nelda29,nelda29notes,nelda30,nelda30notes,nelda31,nelda31notes,nelda32,nelda32notes,nelda33,nelda33notes,nelda34,nelda34notes,nelda35,nelda35notes,nelda36,nelda36notes,nelda37,nelda37notes,nelda38,nelda38notes,nelda39,nelda39notes,nelda40,nelda40notes,nelda41,nelda41notes,nelda42,nelda42notes,nelda43,nelda43notes,nelda44,nelda44notes,nelda45,nelda45notes,nelda46,nelda46notes,nelda47,nelda47notes,nelda48,nelda48notes,nelda49,nelda49notes,nelda50,nelda50notes,nelda51,nelda51notes,nelda52,nelda52notes,nelda53,nelda53notes,nelda54,nelda54notes,nelda55,nelda55notes,nelda56,nelda56notes,nelda57,nelda57notes,nelda58,nelda58notes
CRO,344,Croatia,344-1993-0207-L1,1993,207,Legislative/Parliamentary,,yes,These were the first such elections post-independence,yes,,yes,,yes,,yes,,N/A,,N/A,,N/A,,no,,no,,yes,The country was recovering from a bout of civil war and the elections were very disorganized,unclear,,no,,yes,"The nationalist Croation Party of Rights (far-rightist, has a military wing)",unclear,,yes,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,yes,,no,,N/A,,N/A,,no,,yes,Civil war effectively began in Croatia July 1991. Conflict with Serbia.,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,,unclear,,no,,no,,yes,,unclear,,unclear,,yes,,un,UN Protection Force (UNPROFOR) active in force in Croatia.,no,,no,,no,,no,
CRO,344,Croatia,344-1993-0207-L2,1993,221,Legislative/Parliamentary,,yes,These were the first such elections post-independence,yes,,yes,,yes,,yes,,N/A,,N/A,,N/A,,no,,no,,yes,The country was recovering from a bout of civil war and the elections were very disorganized,unclear,,no,,yes,"The nationalist Croation Party of Rights (far-rightist, has a military wing)",unclear,,yes,,no,,yes,,yes,,no,,N/A,,N/A,,N/A,,no,,yes,,yes,,no,,yes,,no,,N/A,,N/A,,no,,yes,Civil war effectively began in Croatia July 1991. Conflict with Serbia.,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,,unclear,,no,,no,,yes,,unclear,,unclear,,yes,,un,UN Protection Force (UNPROFOR) active in force in Croatia.,no,,no,,no,,no,
CRO,344,Croatia,344-1995-1029-L1,1995,1029,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,"On Sept. 18, Tudjman pushed a new election law through�parliament dissolving the assembly and calling snap elections. The�bill was not subjected to public debate and parliament discussed�it for only a few hours.",N/A,,N/A,,no,,no,,yes,"Significant conflict with Serbs, allegations of media bias.",yes,,no,,no,,no,,yes,The state broadcast media during the election campaign was dominated by coverage of Tudjman and the HDZ. HSLS secretary-general Bozo Kovacevic protested on Oct. 10 that Croatian state television had rejected parts of an election broadcast.,no,GDP growth rate: 3.4% (1994 est.),no,,yes,,no,,N/A,,N/A,,N/A,,no,"The ruling Croatian Democratic Union (HDZ) emerged victorious from legislative elections on Oct. 29, but fell short of securing a two-thirds parliamentary majority in the Chamber of Deputies, the lower house of the Sabor (legislature). ",yes,"Zagreb, 26th October: Four days ahead of the elections in Croatia public opinion polls show that the ruling Croatian Democratic Union (HDZ) is a favourite, but far from President Franjo Tudjman's forecasts that his party would take two-thirds of the seats.",yes,,no,,yes,allegations of media bias and state control of media,no,,N/A,,N/A,,no,,yes,During October 1995 fighting continued in parts of Croatia despite the UN-brokered cease-fire. (Keesing's),no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,OSCE,yes,"Vienna, 31st October: Observers of the Organization for Security and Cooperation in Europe (OSCE) at parliamentary elections in Croatia have noted shortcomings and irregularities during the elections.",no,,no,,yes,,no,,no,,yes,,"un, germany",UN Security Council still playing a prominent role in the region in attempts to solve conflicts.,no,,no,,no,There were threats of sanctions made by the US to ensure compliance,no,
CRO,344,Croatia,344-1995-1029-L2,1995,1105,Legislative/Parliamentary,Rerun in some constituencies due to irregularities,no,,no,,yes,,yes,,yes,,yes,"On Sept. 18, Tudjman pushed a new election law through parliament dissolving the assembly and calling snap elections. The bill was not subjected to public debate and parliament discussed it for only a few hours.",N/A,,N/A,,no,,no,,yes,"Significant conflict with Serbs, allegations of media bias.",yes,,no,,no,,no,,yes,The state broadcast media during the election campaign was dominated by coverage of Tudjman and the HDZ. HSLS secretary-general Bozo Kovacevic protested on Oct. 10 that Croatian state television had rejected parts of an election broadcast.,no,GDP growth rate: 3.4% (1994 est.),no,,yes,,no,,N/A,,N/A,,N/A,,no,"The ruling Croatian Democratic Union (HDZ) emerged victorious from legislative elections on Oct. 29, but fell short of securing a two-thirds parliamentary majority in the Chamber of Deputies, the lower house of the Sabor (legislature).",yes,"Zagreb, 26th October: Four days ahead of the elections in Croatia public opinion polls show that the ruling Croatian Democratic Union (HDZ) is a favourite, but far from President Franjo Tudjman's forecasts that his party would take two-thirds of the seats.",yes,,no,,yes,allegations of media bias and state control of media,no,,N/A,,N/A,,no,,yes,During October 1995 fighting continued in parts of Croatia despite the UN-brokered cease-fire. (Keesing's),no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,OSCE,yes,"Vienna, 31st October: Observers of the Organization for Security and Cooperation in Europe (OSCE) at parliamentary elections in Croatia have noted shortcomings and irregularities during the elections.",no,,no,,yes,,no,,no,,yes,,"un, germany",UN Security Council still playing a prominent role in the region in attempts to solve conflicts.,no,,no,,no,There were threats of sanctions made by the US to ensure compliance,no,
CRO,344,Croatia,344-1997-0413-L1,1997,413,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,late by a month apparently due to difficulties in organization of concurrent local government elections. (Europa),N/A,,N/A,,no,,no,,yes,post-conflict situation with persistant instability,yes,,no,,no,,no,,yes,"Ivan Zvonimir Cicak, head of the Croatian Helsinki Committee, said that state television (HTV) and the pro-government papers Vjesnik and Vecernje List strongly favoured the ruling Croatian Democratic Union (HDZ) and sidelined the opposition.",no,The government has been successful in some reform efforts - partially macroeconomicstabilization policies - and it has normalized relations with its creditors.Yet it still is struggling with privatization of large state enterprises.,no,,yes,1997: The IMF approved a three-year credit for Croatia equivalent to SDR 353.16 million (about US$486 million) under the Extended Fund Facility to support the government�s medium-term economic reform programme for 1997-99.�(Keesing's),no,,N/A,,N/A,,N/A,,no,"The ruling right-wing nationalist Croatian Democratic Union (HDZ), led by President Franjo Tudjman, won a majority of seats in the elections to the Chamber of Districts, the upper house of the Sabor (legislature). The HDZ won 42 seats.",yes,,no,Polls with conflicting results were published.,no,,N/A,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,OSCE,no,"Despite some irregularities, the election was declared largely 'free and fair' by the OSCE. (Keesing's)",no,,no,,yes,,no,"The World Bank has delayed indefinitely, at the request of the US government, a meeting which had been due to approve a $ 30m loan for Croatia. The move is intended to put pressure on Zagreb to comply with its commitments under the Dayton peace accord.",no,,yes,,un,,no,,no,,no,Some aid withdrawal related to US forcing turning over of war criminals.,no,
CRO,344,Croatia,344-1997-0615-P1,1997,615,Executive,,no,,no,,yes,,yes,,yes,,no,,no,,no,,no,,no,,yes,post-conflict situation with persistant instability,unclear,,no,,no,,no,,yes,HSLS (Croatian Social Liberal Party) made allegations to this effect.,no,The government has been successful in some reform efforts - partially macroeconomicstabilization policies - and it has normalized relations with its creditors.Yet it still is struggling with privatization of large state enterprises.,no,,yes,1997: The IMF approved a three-year credit for Croatia equivalent to SDR 353.16 million (about US$486 million) under the Extended Fund Facility to support the government�s medium-term economic reform programme for 1997-99.�Some issues over war,yes,,yes,,N/A,,N/A,,no,Tudjman was re-elected with 61.4% of the vote cast. (Europa),yes,"An opinion poll published Saturday in the pro-government magazine Obzor said that he would win 53.6 percent, similar to a forecast in an independent paper last week. (Agence France Presse -- English)",yes,,no,,yes,"claims of media bias, allegations by OSCE that were responded to on state TV, etc. indicate that reports reached the population.",no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Tudjman,,Tudjman,,yes,,yes,OSCE,yes,"In a report published on June 16, election monitors from the Organisation for security and Co-operation in Europe (OSCE) condemned the elections, claiming that their conduct had been free but not fair. The elections had not met the minimum standards.",no,,no,,yes,,no,"The World Bank has delayed indefinitely, at the request of the US government, a meeting which had been due to approve a $ 30m loan for Croatia. The move is intended to put pressure on Zagreb to comply with its commitments under the Dayton peace accord.",no,,yes,,un,,no,,no,,no,Threats were related to US forcing turning over of war criminals.,no,
CRO,344,Croatia,344-2000-0103-L1,2000,103,Legislative/Parliamentary,,no,,no,,yes,,yes,,yes,,yes,"They occurred earlier than the expected date that had been previously been announced by Tudjman before his incapacitation by illness. This decision was made by the parliamentary speaker, Pavletic.",N/A,,N/A,,no,,no,,yes,The opposition made claims of media bias and also protested the election date which was unilaterally decided upon by the ruling party.,unclear,,no,,no,,yes,The Croatian government is harassing US diplomats and citizens who have met with parties opposed to President Franjo Tudjman in a bid to promote democracy.,yes,,no,GDP - real growth rate: 0% (1999 est.),no,,yes,,no,,N/A,,N/A,,N/A,,no,Incumbent Executive: Croatian Democratic Union; newly elected legislature: Croatian Democratic Union majority,yes,"Public opinion polls suggest that the ruling nationalist Croatian Democratic Union (HDZ), will be defeated by two centre-left opposition coalitions, including former Communists. (The Times (London))",no,,yes,"the opposition coalition of the Social Democratic Party of Croatia (SPH) and the Croatian Social Liberal Party (HSLS) scored a decisive victory, securing some 47 per cent of the total vote [for previous elections to the Chamber of Representativ",yes,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Pavletic,,Pavletic,,yes,,yes,OSCE,no,"Zagreb, 4th January: Parliamentary elections in Croatia were held in line with Croatian laws and passed in peace and order, with Croatia achieving significant progress towards fulfilling obligations it has as a member of the Organisation for Se",no,,no,,yes,,no,,yes,Their victory was immediately hailed by the Clinton administration and the European Union as a breakthrough in the difficult transition to democracy of the republics of the former Yugoslavia. (The New York Times),yes,,"nato, osce, eu",,no,,yes,,no,,yes,"If the opposition wins the general election in Croatia, then US Secretary of State Madeleine Albright and a State Department delegation will travel to Zagreb to help Croatia restructure its debts, the latest issue of Nacional' writes. Drawing o"
CRO,344,Croatia,344-2000-0124-P1,2000,124,Executive,,no,,no,,yes,,yes,,yes,,yes,"early, due to death of President",yes,,no,,no,,no,,yes,"Pula, 6th January: The chairman of the Istrian county committee of the Croatian Popular Party [HPS - right-wing party which put forward Tomislav Mercep as its presidential candidate], Oriano Bulic, said at a press conference in Pula today that the elections would not be fair.",unclear,,no,,no,,unclear,,yes,"Zagreb, 7th January: A group of reporters of electronic media, Forum 21, on Friday 7th January protested against the scandalous conduct of the Radio-TV Council.",no,GDP - real growth rate: 0% (1999 est.),no,,yes,,yes,,no,,yes,"Mate Granic, hitherto Deputy PM and Minister of Foreign Affairs was chosen by the HDZ (former ruling party).",no,,yes,"In the second ballot of the presidential election, which took place on Feb. 7, Stipe Mesic, the vice president of the Croatian People�s Party (HNS), defeated Drazen Budisa, the candidate of the ruling coalition, achieving some 56 per cent of the vote",yes,"First opinion polls had put Mesic, 65, in third position, trailing behind Budisa and Granic, but by the last week he was in the lead and has become the favourite to win, at least in the first round.",no,,yes,,yes,There were allegations of media bias,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Pavletic,,Tomcic,,yes,,yes,OSCE,no,"Nikolai Vulchanov, head of the OSCE observers, said the elections were carried out in a ''calm and ordinary manner.'' The vote ''confirmed the progress in fulfilling the country's commitments as a participating state of the OSCE,'' Vulchanov said.",no,,no,,yes,,no,,yes,"Accession to Partnership for Peace (NATO), among other benefits, followed.",yes,,"nato, osce, eu",,no,,yes,,no,,unclear,"There was heavy focus on the outcome of the legislative election by the EU, but I have been unable to find clear data with respect to the presidential election -PGS."
CRO,344,Croatia,344-2000-0124-P2,2000,207,Executive,,no,,no,,yes,,yes,,yes,,yes,"early, due to death of President",yes,,no,,no,,no,,yes,"Pula, 6th January: The chairman of the Istrian county committee of the Croatian Popular Party [HPS - right-wing party which put forward Tomislav Mercep as its presidential candidate], Oriano Bulic, said at a press conference in Pula today that the elections would not be fair.",unclear,,no,,no,,unclear,,yes,"Zagreb, 7th January: A group of reporters of electronic media, Forum 21, on Friday 7th January protested against the scandalous conduct of the Radio-TV Council.",no,GDP - real growth rate: 0% (1999 est.),no,,yes,,yes,,no,,yes,"Mate Granic, hitherto Deputy PM and Minister of Foreign Affairs was chosen by the HDZ (former ruling party).",no,,yes,"In the second ballot of the presidential election, which took place on Feb. 7, Stipe Mesic, the vice president of the Croatian People�s Party (HNS), defeated Drazen Budisa, the candidate of the ruling coalition, achieving some 56 per cent of the vote",yes,"First opinion polls had put Mesic, 65, in third position, trailing behind Budisa and Granic, but by the last week he was in the lead and has become the favourite to win, at least in the first round.",no,,yes,,yes,There were allegations of media bias,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,yes,,yes,,no,,no,,Tomcic,,Mesic,,yes,,yes,OSCE,no,"Nikolai Vulchanov, head of the OSCE observers, said the elections were carried out in a ''calm and ordinary manner.'' The vote ''confirmed the progress in fulfilling the country's commitments as a participating state of the OSCE,'' Vulchanov said.",no,,no,,yes,,no,,yes,"Accession to Partnership for Peace (NATO), among other benefits, followed.",yes,,"nato, osce, eu",,no,,yes,,no,,unclear,"There was heavy focus on the outcome of the legislative election by the EU, but there is little clear data with respect to the presidential election."
CRO,344,Croatia,344-2003-1123-L1,2003,1123,Legislative/Parliamentary,postponed: March 1997 elections to the Chamber of Representatives,no,,no,,yes,,yes,,yes,,no,,N/A,,N/A,,no,,no,,no,,yes,The left coalition felt guaranteed that Croatia will enter the EU when planned and win upcoming parliamentary elections.,no,,no,,no,,no,,no,"The economy emerged from its mild recession in 2000 with tourism the main factor, but massive structural unemployment remains a key negative element. ",no,,yes,,no,,N/A,,N/A,,N/A,,yes,"In elections to the 152-seat Chamber of Representatives held on Nov. 23, the right-wing Croatian Democratic Union (HDZ), which led the country to independence in 1991 under the leadership of the late President Franjo Tudjman, won a decisive victory",yes,"With two days to go to Croatia's general election, the country's ruling centre-left coalition and an opposition right-wing bloc led by the main nationalist party were running neck-and-neck.",no,,yes,,no,,no,,N/A,,N/A,,no,,no,,no,,N/A,,N/A,,N/A,,N/A,,no,,N/A,,N/A,,N/A,,Mesic,,Mesic,,yes,,yes,,no,"Vienna, 27 November: European Union representatives congratulated Croatia on the way the 23 November parliamentary election was held at the start of an OSCE Permanent Council meeting in Vienna on Thursday 27 November . ",no,,no,,yes,,no,,no,,yes,,"eu, nato, osce",,unclear,,no,,no,,no,
